GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
2330	FMO5	flavin containing dimethylaniline monoxygenase 5	-0.959	1.532
51205	ACP6	acid phosphatase 6, lysophosphatidic	3.001	9.861
200030	NBPF11	NBPF member 11	-0.456	2.284
388685	LINC01138	long intergenic non-protein coding RNA 1138	0.878	3.404
25832	NBPF14	NBPF member 14	-1.36	2.556
100996763	NOTCH2NLB	notch 2 N-terminal like B	-1.657	7.067
440672	NUDT4B	nudix hydrolase 4B	1.137	3.107
100996517	SEC22B3P	SEC22 homolog B3, pseudogene	0.829	2.04
400818	NBPF9	NBPF member 9	-1.518	7.938
653513	LOC653513	phosphodiesterase 4D interacting protein-like	-1.506	1.701
100996716	SEC22B2P	SEC22 homolog B2, pseudogene	0.903	2.135
100996717	NOTCH2NLC	notch 2 N-terminal like C	-1.545	8.357
101060226	NBPF19	NBPF member 19	-1.175	3.727
57234	LINC00869	long intergenic non-protein coding RNA 869	1.187	6.253
644634	LOC644634	uncharacterized LOC644634	0.834	1.357
102723955	PDE4DIPP7	PDE4DIP pseudogene 7	2.494	2.489
10903	MTMR11	myotubularin related protein 11	-3.677	14.046
11311	VPS45	vacuolar protein sorting 45 homolog	-1.664	15.604
51177	PLEKHO1	pleckstrin homology domain containing O1	-3.137	19.77
105371433	LINC02988	long intergenic non-protein coding RNA 2988	-2.845	7.337
81611	ANP32E	acidic nuclear phosphoprotein 32 family member E	1.294	3.193
51107	APH1A	aph-1 homolog A, gamma-secretase subunit	-0.449	2.027
79630	C1orf54	chromosome 1 open reading frame 54	-1.954	4.942
54460	MRPS21	mitochondrial ribosomal protein S21	-0.654	2.728
100289061	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	-1.74	4.088
54507	ADAMTSL4	ADAMTS like 4	-2.029	11.235
2029	ENSA	endosulfine alpha	0.775	3.855
1520	CTSS	cathepsin S	-1.485	4.855
8416	ANXA9	annexin A9	1.754	12.823
55793	MINDY1	MINDY lysine 48 deubiquitinase 1	1.631	10.836
54964	C1orf56	chromosome 1 open reading frame 56	0.518	1.343
79626	TNFAIP8L2	TNF alpha induced protein 8 like 2	-0.902	2.255
57592	ZNF687	zinc finger protein 687	0.717	2.323
5993	RFX5	regulatory factor X5	-1.551	12.719
23126	POGZ	pogo transposable element derived with ZNF domain	0.426	2.147
81609	SNX27	sorting nexin 27	-0.349	1.525
6281	S100A10	S100 calcium binding protein A10	-1.446	2.671
105371441	LOC105371441		-1.875	2.088
6280	S100A9	S100 calcium binding protein A9	2.718	13.892
6283	S100A12	S100 calcium binding protein A12	3.524	17.499
6279	S100A8	S100 calcium binding protein A8	3.301	10.438
338324	S100A7A	S100 calcium binding protein A7A	2.681	2.516
101928034	LOC101928034	uncharacterized LOC101928034	-0.907	1.378
26097	CHTOP	chromatin target of PRMT1	0.423	1.8
11000	SLC27A3	solute carrier family 27 member 3	-0.699	1.649
27173	SLC39A1	solute carrier family 39 member 1	-1.257	7.566
5872	RAB13	RAB13, member RAS oncogene family	2.158	3.261
6232	RPS27	ribosomal protein S27	-0.802	3.025
57198	ATP8B2	ATPase phospholipid transporting 8B2	-2.921	4.243
10654	PMVK	phosphomevalonate kinase	-0.971	3.184
1163	CKS1B	CDC28 protein kinase regulatory subunit 1B	1.559	2.379
149095	DCST1	DC-STAMP domain containing 1	1.015	1.316
8751	ADAM15	ADAM metallopeptidase domain 15	1.111	5.669
1945	EFNA4	ephrin A4	-1.252	2.288
55974	SLC50A1	solute carrier family 50 member 1	-0.506	1.513
4582	MUC1	mucin 1, cell surface associated	1.926	3.169
7059	THBS3	thrombospondin 3	1.002	5.528
105371450	THBS3-AS1	THBS3 antisense RNA 1	1.155	5.288
4580	MTX1	metaxin 1	1.516	9.855
2630	GBAP1	glucosylceramidase beta pseudogene 1	1.909	9.201
2629	GBA1	glucosylceramidase beta 1	1.781	7.513
10067	SCAMP3	secretory carrier membrane protein 3	-0.446	2.002
2224	FDPS	farnesyl diphosphate synthase	0.774	3.423
284618	RUSC1-AS1	RUSC1 antisense RNA 1	0.81	3.771
7818	DAP3	death associated protein 3	-0.422	1.35
23208	SYT11	synaptotagmin 11	-1.317	2.616
6016	RIT1	Ras like without CAAX 1	0.704	1.635
22889	KHDC4	KH domain containing 4, pre-mRNA splicing factor	0.489	1.456
56893	UBQLN4	ubiquilin 4	-1.148	4.991
64218	SEMA4A	semaphorin 4A	0.577	2.061
9673	SLC25A44	solute carrier family 25 member 44	1.041	4.794
79957	PAQR6	progestin and adipoQ receptor family member 6	0.996	2.923
23381	SMG5	SMG5 nonsense mediated mRNA decay factor	0.634	2.383
84283	TMEM79	transmembrane protein 79	1.15	6.018
7203	CCT3	chaperonin containing TCP1 subunit 3	-1.383	15.308
128239	IQGAP3	IQ motif containing GTPase activating protein 3	3.156	1.521
128240	NAXE	NAD(P)HX epimerase	-0.516	1.962
54865	GPATCH4	G-patch domain containing 4 (gene/pseudogene)	-1.334	5.908
51093	METTL25B	methyltransferase like 25B	-0.448	1.323
79590	MRPL24	mitochondrial ribosomal protein L24	-1.08	3.248
3068	HDGF	heparin binding growth factor	0.878	3.474
9047	SH2D2A	SH2 domain containing 2A	-1.811	1.433
9826	ARHGEF11	Rho guanine nucleotide exchange factor 11	-1.351	3.714
83416	FCRL5	Fc receptor like 5	-6.239	13.233
115352	FCRL3	Fc receptor like 3	-5.308	9.771
912	CD1D	CD1d molecule	-2.649	16.627
909	CD1A	CD1a molecule	-4.379	10.797
911	CD1C	CD1c molecule	-3.968	6.733
391114	OR6K3	olfactory receptor family 6 subfamily K member 3	4.702	7.372
128372	OR6N1	olfactory receptor family 6 subfamily N member 1	2.139	3.711
81442	OR6N2	olfactory receptor family 6 subfamily N member 2	3.284	1.892
4332	MNDA	myeloid cell nuclear differentiation antigen	1.054	2.341
149628	PYHIN1	pyrin and HIN domain family member 1	-3.814	4.525
3428	IFI16	interferon gamma inducible protein 16	-1.437	3.357
343413	FCRL6	Fc receptor like 6	-2.191	2.302
56833	SLAMF8	SLAM family member 8	-1.66	4.347
284677	SNHG28	small nucleolar RNA host gene 28	-1.068	1.495
57549	IGSF9	immunoglobulin superfamily member 9	1.647	1.408
93183	PIGM	phosphatidylinositol glycan anchor biosynthesis class M	-0.809	1.328
93185	IGSF8	immunoglobulin superfamily member 8	-2.365	12.192
729867	LOC729867	uncharacterized LOC729867	-2.218	8.735
8682	PEA15	proliferation and apoptosis adaptor protein 15	-2.84	20.463
107985219	LOC107985219	uncharacterized LOC107985219	-0.746	1.819
1314	COPA	COPI coat complex subunit alpha	-0.827	3.978
23385	NCSTN	nicastrin	-0.457	1.822
114836	SLAMF6	SLAM family member 6	-2.956	2.698
8832	CD84	CD84 molecule	-2.106	11.941
962	CD48	CD48 molecule	-1.707	16.622
57823	SLAMF7	SLAM family member 7	-2.757	3.346
4063	LY9	lymphocyte antigen 9	-3.684	5.49
51744	CD244	CD244 molecule	-2.188	5.173
100131187	TSTD1	thiosulfate sulfurtransferase like domain containing 1	1.919	4.975
5202	PFDN2	prefoldin subunit 2	-0.557	1.613
2214	FCGR3A	Fc gamma receptor IIIa	-1.486	2.518
9103	FCGR2C	Fc gamma receptor IIc (gene/pseudogene)	-1.804	5.004
3311	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)	-2.55	6.735
2213	FCGR2B	Fc gamma receptor IIb	-1.92	3.815
84824	FCRLA	Fc receptor like A	-5.657	5.413
22926	ATF6	activating transcription factor 6	-0.569	2.101
9722	NOS1AP	nitric oxide synthase 1 adaptor protein	3.033	4.059
105371475	LOC105371475	uncharacterized LOC105371475	4.732	4.812
284680	SPATA46	spermatogenesis associated 46	3.256	2.494
400793	C1orf226	chromosome 1 open reading frame 226	3.496	4.407
117157	SH2D1B	SH2 domain containing 1B	-3.066	4.98
6675	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	1.693	5.068
51478	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	-1.133	1.613
83540	NUF2	NUF2 component of NDC80 kinetochore complex	3.362	3.905
4259	MGST3	microsomal glutathione S-transferase 3	-0.785	2.065
10223	GPA33	glycoprotein A33	-4.04	5.504
919	CD247	CD247 molecule	-3.761	3.357
25874	MPC2	mitochondrial pyruvate carrier 2	2.081	7.496
55827	DCAF6	DDB1 and CUL4 associated factor 6	0.837	5.047
23432	GPR161	G protein-coupled receptor 161	-1.771	1.839
375035	SFT2D2	SFT2 domain containing 2	-0.517	1.66
9095	TBX19	T-box transcription factor 19	-0.796	1.625
481	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	-2.957	6.531
8548	BLZF1	basic leucine zipper nuclear factor 1	0.944	2.568
10560	SLC19A2	solute carrier family 19 member 2	1.421	6.788
2153	F5	coagulation factor V	1.353	3.198
2329	FMO4	flavin containing dimethylaniline monoxygenase 4	-0.894	1.494
51603	METTL13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase	-0.765	1.837
5279	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	1.095	3.921
51430	SUCO	SUN domain containing ossification factor	1.996	5.728
7292	TNFSF4	TNF superfamily member 4	1.193	3.288
100506023	LOC100506023	uncharacterized LOC100506023	1.662	5.831
107985227	LOC107985227		1.292	1.798
101928673	PRDX6-AS1	PRDX6 antisense RNA 1	1.556	3.473
91687	CENPL	centromere protein L	2.633	5.906
26769	SNORD81	small nucleolar RNA, C/D box 81	1.668	1.537
26774	SNORD80	small nucleolar RNA, C/D box 80	1.411	1.824
26770	SNORD79	small nucleolar RNA, C/D box 79	1.743	1.62
692198	SNORD78	small nucleolar RNA, C/D box 78	1.72	1.648
26806	SNORD44	small nucleolar RNA, C/D box 44	1.672	1.611
692196	SNORD76	small nucleolar RNA, C/D box 76	1.519	2.886
84614	ZBTB37	zinc finger and BTB domain containing 37	0.558	2.72
9910	RABGAP1L	RAB GTPase activating protein 1 like	-1.56	10.576
105371622	LOC105371622	uncharacterized LOC105371622	-1.883	10.458
111240474	CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough	-1.845	4.015
89866	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor	-2.092	2.827
730102	CRYZL2P	crystallin zeta like 2, pseudogene	-1.358	7.586
9462	RASAL2	RAS protein activator like 2	-1.976	3.391
646976	RALGPS2-AS1	RALGPS2 antisense RNA 1	1.652	4.22
55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	1.186	2.802
9917	FAM20B	FAM20B glycosaminoglycan xylosylkinase	-0.785	2.008
64222	TOR3A	torsin family 3 member A	-0.768	3.062
27	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	-1.399	4.458
6646	SOAT1	sterol O-acyltransferase 1	-1.652	9.819
163590	TOR1AIP2	torsin 1A interacting protein 2	0.983	3.376
26092	TOR1AIP1	torsin 1A interacting protein 1	1.307	7.42
101928933	LOC101928933	uncharacterized LOC101928933	1.861	1.972
105371636	LOC105371636	uncharacterized LOC105371636	1.91	2.824
5768	QSOX1	quiescin sulfhydryl oxidase 1	1.309	12.719
9213	XPR1	xenotropic and polytropic retrovirus receptor 1	-0.936	7.161
57710	KIAA1614	KIAA1614	-1.184	1.996
10228	STX6	syntaxin 6	-0.633	1.854
3140	MR1	major histocompatibility complex, class I-related	-0.493	2.298
51278	IER5	immediate early response 5	-1.517	3.694
777	CACNA1E	calcium voltage-gated channel subunit alpha1 E	3.182	3.54
3915	LAMC1	laminin subunit gamma 1	1.95	2.47
10092	ARPC5	actin related protein 2/3 complex subunit 5	0.84	2.533
23179	RGL1	ral guanine nucleotide dissociation stimulator like 1	-2.236	2.131
80267	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	0.474	1.363
116496	NIBAN1	niban apoptosis regulator 1	1.237	1.526
6045	RNF2	ring finger protein 2	-0.694	2.654
54823	SWT1	SWT1 RNA endoribonuclease homolog	0.774	1.718
10625	IVNS1ABP	influenza virus NS1A binding protein	1.874	5.716
5321	PLA2G4A	phospholipase A2 group IVA	0.746	1.653
5996	RGS1	regulator of G protein signaling 1	-2.664	4.905
6738	RO60	Ro60, Y RNA binding protein	0.613	1.72
51022	GLRX2	glutaredoxin 2	0.786	2.14
259266	ASPM	assembly factor for spindle microtubules	2.982	1.419
360023	ZBTB41	zinc finger and BTB domain containing 41	-0.687	1.446
5788	PTPRC	protein tyrosine phosphatase receptor type C	-0.836	1.652
23528	ZNF281	zinc finger protein 281	1.237	3.663
9928	KIF14	kinesin family member 14	2.789	2.283
83479	DDX59	DEAD-box helicase 59	0.447	2.05
23271	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	-3.356	12.478
23046	KIF21B	kinesin family member 21B	2.396	10.412
252839	TMEM9	transmembrane protein 9	-0.883	1.359
89796	NAV1	neuron navigator 1	-1.441	1.391
55705	IPO9	importin 9	-0.512	2.163
149345	SHISA4	shisa family member 4	-3.083	7.015
6051	RNPEP	arginyl aminopeptidase	-0.823	1.941
102723465	ELF3-AS1	ELF3 antisense RNA 1	-1.03	1.773
1999	ELF3	E74 like ETS transcription factor 3	-1.857	4.813
127829	ARL8A	ADP ribosylation factor like GTPase 8A	0.651	1.648
5778	PTPN7	protein tyrosine phosphatase non-receptor type 7	2.323	5.656
148713	PTPRVP	protein tyrosine phosphatase receptor type V, pseudogene	1.897	2.841
29089	UBE2T	ubiquitin conjugating enzyme E2 T	2.864	3.044
4660	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	1.499	7.129
127833	SYT2	synaptotagmin 2	1.557	2.471
105371686	LOC105371686		1.829	1.887
10765	KDM5B	lysine demethylase 5B	1.473	7.155
148709	ACTG1P25	actin gamma 1 pseudogene 25	1.954	3.181
5877	RABIF	RAB interacting factor	0.573	3.032
59349	KLHL12	kelch like family member 12	0.392	1.406
92703	TMEM183A	transmembrane protein 183A	0.758	3.46
8497	PPFIA4	PTPRF interacting protein alpha 4	1.444	1.613
105371687	LOC105371687	uncharacterized LOC105371687	-1.884	1.736
1116	CHI3L1	chitinase 3 like 1	3.15	1.498
1118	CHIT1	chitinase 1	3.182	1.449
730227	BTG2-DT	BTG2 divergent transcript	1.265	1.692
84919	PPP1R15B	protein phosphatase 1 regulatory subunit 15B	0.642	1.748
23114	NFASC	neurofascin	4.107	4.516
5929	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit	0.65	2.1
25778	DSTYK	dual serine/threonine and tyrosine protein kinase	0.799	4.206
9911	TMCC2	transmembrane and coiled-coil domain family 2	-1.853	1.696
5129	CDK18	cyclin dependent kinase 18	-4.66	6.196
2005	ELK4	ETS transcription factor ELK4	-1.298	13.609
254428	SLC41A1	solute carrier family 41 member 1	-2.5	4.1
284581	LOC284581	uncharacterized LOC284581	-4.345	3.462
23380	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	-1.026	2.834
9641	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon	-1.546	9.476
8444	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3	2.665	1.991
9261	MAPKAPK2	MAPK activated protein kinase 2	0.836	3.835
9214	FCMR	Fc mu receptor	-2.631	1.837
55432	YOD1	YOD1 deubiquitinase	1.61	6.421
5208	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	3.489	12.182
101930114	HSD11B1-AS1	HSD11B1 antisense RNA 1	1.978	1.64
50486	G0S2	G0/G1 switch 2	2.393	2.566
80342	TRAF3IP3	TRAF3 interacting protein 3	-0.729	3.061
148304	C1orf74	chromosome 1 open reading frame 74	-0.54	1.92
3664	IRF6	interferon regulatory factor 6	2.307	1.863
27042	UTP25	UTP25 small subunit processome component	-1.057	1.446
55733	HHAT	hedgehog acyltransferase	-2.027	4.027
7188	TRAF5	TNF receptor associated factor 5	-2.673	11.151
7779	SLC30A1	solute carrier family 30 member 1	-0.945	1.727
4751	NEK2	NIMA related kinase 2	3.186	2.873
9926	LPGAT1	lysophosphatidylglycerol acyltransferase 1	1.206	12.694
102723727	LPGAT1-AS1	LPGAT1 antisense RNA 1	1.693	1.836
51514	DTL	denticleless E3 ubiquitin protein ligase homolog	3.395	1.58
5525	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	1.544	7.742
692157	SNORA16B	small nucleolar RNA, H/ACA box 16B	2.095	2.299
55248	PACC1	proton activated chloride channel 1	-1.823	7.121
29937	NENF	neudesin neurotrophic factor	-1.406	10.296
467	ATF3	activating transcription factor 3	-3.032	7.976
102723761	LINC02773	long intergenic non-protein coding RNA 2773	-2.811	7.841
55509	BATF3	basic leucine zipper ATF-like transcription factor 3	-1.947	3.672
128387	TATDN3	TatD DNase domain containing 3	-0.633	3.053
642946	FLVCR1-DT	FLVCR1 divergent transcript	1.193	1.739
28982	FLVCR1	FLVCR heme transporter 1	1.825	2.731
26750	RPS6KC1	ribosomal protein S6 kinase C1	-1.37	12.171
1063	CENPF	centromere protein F	3.142	3.262
55105	GPATCH2	G-patch domain containing 2	-0.987	3.08
51018	RRP15	ribosomal RNA processing 15 homolog	-0.766	1.573
54996	MTARC2	mitochondrial amidoxime reducing component 2	2.878	5.983
64757	MTARC1	mitochondrial amidoxime reducing component 1	1.82	9.318
100873924	HLX-AS1	HLX antisense RNA 1	2.072	7.068
3142	HLX	H2.0 like homeobox	2.283	7.393
105372956	LOC105372956	uncharacterized LOC105372956	0.961	1.451
79802	HHIPL2	HHIP like 2	0.912	1.726
375056	MIA3	MIA SH3 domain ER export factor 3	-0.619	3.649
64853	AIDA	axin interactor, dorsalization associated	-1.235	9.027
84976	DISP1	dispatched RND transporter family member 1	-1.514	2.507
7100	TLR5	toll like receptor 5	-1.511	3.087
824	CAPN2	calpain 2	-2.189	19.364
441124	GTF2IP20	general transcription factor IIi pseudogene 20	0.836	2.847
8560	DEGS1	delta 4-desaturase, sphingolipid 1	1.056	5.413
3930	LBR	lamin B receptor	1.393	12.853
6726	SRP9	signal recognition particle 9	0.84	2.138
2052	EPHX1	epoxide hydrolase 1	0.995	7.132
9725	TMEM63A	transmembrane protein 63A	1.831	6.674
29920	PYCR2	pyrroline-5-carboxylate reductase 2	0.65	2.258
3020	H3-3A	H3.3 histone A	0.735	3.368
286826	LIN9	lin-9 DREAM MuvB core complex component	1.351	1.504
142	PARP1	poly(ADP-ribose) polymerase 1	-1.366	11.67
5664	PSEN2	presenilin 2	-2.163	8.789
339500	ZNF678	zinc finger protein 678	-1.583	2.918
116841	SNAP47	synaptosome associated protein 47	-0.687	3.205
84033	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	-4.365	8.56
149603	RNF187	ring finger protein 187	-1.437	13.011
105373143	LOC105373143	uncharacterized LOC105373143	3.454	3.703
5867	RAB4A	RAB4A, member RAS oncogene family	-1.545	2.833
23456	ABCB10	ATP binding cassette subfamily B member 10	0.663	1.886
22796	COG2	component of oligomeric golgi complex 2	-1.057	5.88
107985358	LOC107985358	uncharacterized LOC107985358	-1.258	1.616
84886	C1orf198	chromosome 1 open reading frame 198	-1.815	3.139
149371	EXOC8	exocyst complex component 8	0.717	2.518
83932	SPRTN	SprT-like N-terminal domain	0.821	1.679
54583	EGLN1	egl-9 family hypoxia inducible factor 1	0.882	2.63
100303453	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)	-0.636	1.511
27185	DISC1	DISC1 scaffold protein	-1.307	3.153
105373170	LOC105373170	uncharacterized LOC105373170	-1.662	1.818
84284	NTPCR	nucleoside-triphosphatase, cancer-related	-0.78	2.134
80003	PCNX2	pecanex 2	-3.082	11.176
359948	IRF2BP2	interferon regulatory factor 2 binding protein 2	0.565	1.574
105373211	LOC105373211		1.795	3.531
101927851	LNCATV	lncRNA negative regulator of antiviral signaling	2.29	6.237
107985366	LOC107985366		1.356	1.607
4811	NID1	nidogen 1	-3.833	11.251
7107	GPR137B	G protein-coupled receptor 137B	-1.571	4.034
56605	ERO1B	endoplasmic reticulum oxidoreductase 1 beta	-0.841	2.36
3964	LGALS8	galectin 8	-0.464	2.187
4548	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	-0.578	3.388
8564	KMO	kynurenine 3-monooxygenase	-1.944	17.085
23596	OPN3	opsin 3	-0.967	4.598
9156	EXO1	exonuclease 1	3.395	3.057
731275	LINC01347	long intergenic non-protein coding RNA 1347	0.75	1.676
10806	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8	-0.421	1.618
10000	AKT3	AKT serine/threonine kinase 3	-1.846	4.753
200159	C1orf100	chromosome 1 open reading frame 100	2.921	5.202
159	ADSS2	adenylosuccinate synthase 2	1.853	6.42
105373264	LOC105373264		1.481	1.997
257044	CATSPERE	catsper channel auxiliary subunit epsilon	2.629	5.846
112268258	LOC112268258		-1.846	2.247
7678	ZNF124	zinc finger protein 124	-1.226	2.696
84838	ZNF496	zinc finger protein 496	-2.232	10.402
107985115	ZNF496-DT	ZNF496 divergent transcript	-2.008	2.124
114548	NLRP3	NLR family pyrin domain containing 3	-1.862	4.688
343171	OR2W3	olfactory receptor family 2 subfamily W member 3	-2.728	2.454
646627	LYPD8	LY6/PLAUR domain containing 8	2.325	1.918
107985747	LOC107985747	uncharacterized LOC107985747	3.316	3.056
80851	SH3BP5L	SH3 binding domain protein 5 like	0.896	3.616
55657	ZNF692	zinc finger protein 692	0.509	1.583
105379524	LOC105379524	uncharacterized LOC105379524	1.937	1.973
51112	TRAPPC12	trafficking protein particle complex subunit 12	-0.545	2.388
104326052	NRIR	negative regulator of interferon response	-4.253	5.342
129607	CMPK2	cytidine/uridine monophosphate kinase 2	-3.212	3.88
91543	RSAD2	radical S-adenosyl methionine domain containing 2	-4.018	2.427
9781	RNF144A	ring finger protein 144A	2.048	4.688
101929567	LINC01814	long intergenic non-protein coding RNA 1814	2.014	3.165
129642	MBOAT2	membrane bound O-acyltransferase domain containing 2	3.06	6.584
9270	ITGB1BP1	integrin subunit beta 1 binding protein 1	0.623	1.457
9014	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B	-1.409	6.822
105373422	LOC105373422	uncharacterized LOC105373422	-3.462	3.558
29841	GRHL1	grainyhead like transcription factor 1	2.136	2.142
112268412	LOC112268412	uncharacterized LOC112268412	-2.842	10.255
101929882	KLF11-DT	KLF11 divergent transcript	-2.811	5.478
8462	KLF11	KLF transcription factor 11	-1.698	5.576
